Gene,p53_mock_1,p53_mock_2,p53_mock_3,p53_mock_4,p53_IR_1,p53_IR_2,p53_IR_3,p53_IR_4,null_mock_1,null_mock_2,null_IR_1,null_IR_2
  Ispd,6.9093,6.8996,6.682,7.0175,6.4453,5.8314,6.0894,6.0805,6.9746,7.0425,5.9823,6.4293
  Isyna1,9.932,9.8039,9.7755,9.7996,10.3074,10.1647,10.7455,11.0026,9.7705,9.946,11.6966,11.1386
  Itga1,6.6833,6.7098,6.8864,5.7741,6.2808,6.1329,6.0304,5.6394,6.8345,6.1224,4.9696,6.7891
  Itga11,4.8983,5.1284,4.7786,5.5363,6.7805,7.7907,5.969,5.6758,4.8095,4.7887,6.2213,6.316
  Itga2,6.6923,6.5159,6.8256,7.1245,6.489,6.9438,7.2795,6.8588,7.1103,6.0093,5.8173,7.0505
  Itga6,10.2329,10.4136,10.2286,10.4751,9.8579,9.749,10.0398,10.0126,10.4278,10.4472,8.767,9.0708
  Itga7,3.0907,2.4722,2.9833,2.5016,4.2289,4.9293,4.0244,4.0648,4.103,3.0666,3.4374,4.0184
  Itga9,10.4455,10.8075,10.9344,10.9775,10.9091,10.419,10.4117,10.166,10.2463,10.3909,9.488,10.1882
  Itgad,11.8434,12.1421,12.4112,12.05,12.0631,11.3568,11.8322,11.4743,11.7562,11.8193,10.7589,11.5397
  Itgam,9.6274,9.4129,9.2886,9.2957,9.9969,10.1213,9.6929,8.975,9.2538,8.9364,8.03,9.2141
  Itgb1bp1,9.48,9.3781,9.5346,9.5033,9.5831,9.4311,10.0077,9.9711,9.6669,9.731,10.8833,10.4321
  Itgb2l,5.373,4.1015,2.9833,2.5016,4.0062,4.5177,4.1405,4.0648,2.6614,2.7283,2.3615,3.6949
  Itgb4,6.1394,6.4407,5.8268,6.7089,6.6898,6.9438,6.6161,6.4602,6.3769,6.5707,7.6348,7.887
  Itgb5,9.8231,9.9443,10.2286,9.9863,9.0671,8.3956,8.5186,8.3608,9.5877,9.6484,7.9853,8.3922
  Itgb6,6.3251,6.2484,6.0129,6.7317,8.1646,8.9694,6.7682,6.6368,6.2206,6.1224,5.7879,6.4156
  Itgb7,11.7146,11.9317,11.7404,11.8096,9.2624,9.3665,8.8984,9.0839,11.8525,11.5717,9.3208,9.4656
  Itih5,9.1087,9.0641,9.096,9.7697,7.4999,7.7783,7.2795,7.1707,9.4017,9.7339,7.7913,7.8262
  Itm2a,6.4151,6.1884,6.4274,6.4995,8.3241,8.1961,9.0546,9.0907,6.4036,6.5574,5.8462,6.0409
  Itm2b,13.7888,13.6446,13.8379,13.4532,13.5159,13.063,13.2883,13.3705,13.333,13.4428,12.6891,12.7941
  Itpr3,13.2851,13.4677,13.287,13.7462,12.9316,13.0757,12.9796,13.1238,13.4517,13.453,13.0145,12.7914
  Izumo1,3.6313,4.9946,4.2215,4.8132,5.1228,5.4497,5.3986,4.6074,4.4488,3.8586,3.0969,3.8657
  Jade3,8.3058,8.1157,8.3592,8.3029,9.5551,9.5882,10.3254,10.0955,8.5195,8.4103,10.683,10.1505
  Jag2,4.9891,5.16,4.7786,5.2826,8.2434,8.3036,9.4303,9.3063,5.1927,5.5244,5.4918,5.8093
  Jagn1,9.0272,8.8843,8.9667,8.9428,9.1443,9.1768,9.6122,9.6252,8.8431,9.127,10.5303,10.0423
  Jak1,13.8295,13.9393,13.8141,13.9687,13.4586,13.5834,13.4053,13.4792,13.8967,13.8683,13.3964,13.1991
  Jak2,11.9571,11.8852,11.8124,11.8393,11.0626,11.3927,11.0841,10.9006,11.9738,12.0124,11.3288,11.004
  Jakmip1,11.4937,11.6613,11.4777,11.9414,11.1324,11.4582,10.9272,11.2527,11.6788,11.7414,10.6557,10.7577
  Jazf1,7.209,7.2099,6.8983,7.5139,6.8824,6.0935,6.9383,6.5803,7.1814,7.5999,6.1991,6.5963
  Jchain,14.4976,14.3698,14.5124,12.25,14.3212,14.9382,13.3632,13.85,12.6275,12.6212,13.2545,12.345
  Jmjd6,10.474,10.4706,10.5411,10.5093,10.5969,10.6504,10.817,10.8764,10.6544,10.6281,12.0636,11.3116
  Jmjd8,9.606,9.5096,9.424,9.5489,9.5265,9.5487,9.9312,10.1835,9.595,9.5724,10.8454,10.3199
  Jph1,5.3953,5.8243,5.3273,5.3429,5.849,6.4461,5.1442,4.1706,5.4952,5.3802,4.803,5.0919
  Jpt1,11.2027,11.1671,11.2611,11.2656,10.7764,10.7037,11.5474,11.6203,11.3803,11.469,12.2084,11.7438
  Jrk,9.416,9.4973,9.4665,9.288,9.8263,9.7522,10.3316,10.598,9.5598,9.7205,11.0561,10.9385
  Jsrp1,3.196,2.9768,2.5739,3.0281,4.0062,4.6321,3.0163,3.1849,2,3.21,4.6802,3.5012
  Jtb,10.1128,10.0419,10.1402,10.0294,10.1848,10.2366,10.9332,10.8958,10.1143,10.2876,11.5791,11.2474
  Jun,9.6108,8.6761,8.8676,8.7859,11.8719,11.9239,12.1728,12.1785,8.763,9.2441,9.9877,9.0061
  Junb,10.7263,10.5921,10.6059,10.6375,12.7642,13.3008,13.0485,13.0311,10.6136,11.0015,12.5958,11.9786
  Jund,11.7636,11.6492,11.3948,11.738,11.1071,11.0224,11.2247,11.2972,11.761,12.0796,12.0223,11.3929
  Jup,9.3829,9.5429,9.5647,10.1578,9.2144,8.9963,8.6663,8.5686,9.3078,9.2586,7.4592,8.3711
  Kalrn,7.984,8.0114,7.8859,7.9078,8.0231,8.5271,7.9388,7.5101,8.3412,8.2411,7.0395,8.4571
  Kank1,3.7046,3.6461,3.5627,3.1682,4.5093,5.0162,4.0244,3.5411,4.2277,4.3671,3.2771,5.0214
  Kank3,7.1578,7.0164,6.9898,7.3763,11.8417,11.8593,12.8328,12.9323,7.2783,7.7716,8.7288,8.9808
  Kars,11.0957,10.828,10.8643,10.7152,11.8729,11.7661,12.0649,12.2056,10.78,10.9386,13.2903,12.8976
  Kat2a,10.0544,10.0376,9.9367,10.1557,10.8652,10.9035,11.2427,11.2662,9.9061,10.0462,11.9465,11.5511
  Kat2b,10.4254,10.4412,10.4167,10.3945,9.2843,9.2988,9.0057,8.964,10.448,10.5118,9.003,8.9335
  Katnbl1,8.7678,8.924,8.9063,8.8418,8.4947,8.6062,9.0583,8.784,8.9757,8.9871,9.718,9.218
  Kazald1,4.4644,4.4974,3.9749,3.9673,6.3055,6.477,6.7861,6.7435,4.7274,4.0987,3.9438,5.3439
  Kbtbd11,11.0687,11.3073,11.0645,11.3466,10.0398,10.3827,9.742,9.8726,11.0768,10.8741,10.0006,9.5257
  Kbtbd3,7.1964,7.3671,7.3336,7.248,6.8824,6.7547,7.2795,7.3727,7.3758,7.3047,7.5584,7.2868
  Kbtbd7,9.5928,9.5944,9.6177,9.7265,9.2111,9.1721,9.9452,9.8863,9.6503,9.7821,10.3793,9.7617
  Kbtbd8,9.0519,9.0516,9.1614,9.2132,9.5265,9.7648,10.1513,9.9526,9.1572,9.0575,11.1588,10.329
  Kcna2,10.3338,10.4971,10.6504,10.4633,10.794,10.3704,9.6421,9.7241,10.2573,9.9188,8.9002,9.807
  Kcnab2,10.9802,10.9294,10.833,11.0869,9.8724,9.5487,9.776,10.0769,11.1662,11.17,10.1897,10.1381
  Kcnab3,4.0799,3.965,4.2215,4.3073,4.5918,4.7381,3.241,3.374,3.5553,2.7283,3.5816,3.2773
  Kcnc3,6.9323,7.1794,7.167,7.6214,9.4812,9.5118,9.6592,9.711,7.4798,7.5736,8.9772,8.6594
  Kcnd1,5.256,6.0264,6.1777,6.3008,7.5627,7.9426,7.6563,7.5693,5.6142,5.4102,7.4592,6.8514
  Kcnd3,2.7186,3.4555,3.1514,2.6992,4.6699,5.6258,3.4354,3.374,3.7341,3.7688,4.2331,4.9472
  Kcng1,7.7957,8.1826,7.6536,8.0773,6.4229,6.477,6.6161,6.8901,7.8914,7.6064,5.9823,6.0586
  Kcng2,4.2849,4.3949,4.6157,4.8132,4.5918,4.5177,4.1405,4.1706,3.5553,4.4846,3.2771,3.3936
  Kcng3,2.977,3.3499,3.4382,2.5016,4.9458,4.7381,4.5293,4.0648,3.2371,2.5238,4.6147,4.2824
  Kcnh1,4.0799,3.6461,4.6721,4.3073,4.9458,5.4497,4.0244,2.7108,4.3966,4.5399,3.0969,4.8283
  Kcnh2,3.2942,3.7327,2.7931,3.2958,4.0062,5.1756,3.6067,3.8266,3.4568,2.2856,2.6502,3.1509
  Kcnh3,3.4726,2.6607,2.5739,3.7166,4.5093,4.2574,3.8981,3.6909,4.103,4.427,3.7127,4.2208
  Kcnh4,5.8148,6.1417,5.5542,6.0157,7.5421,7.886,7.8732,7.8812,5.8262,5.6045,8.4937,7.9164
  Kcnh6,6.4687,5.9917,6.749,7.1245,5.9774,5.9684,6.5959,5.9676,7.0355,6.5707,5.2542,4.8691
  Kcnj1,6.8858,6.8227,6.5377,7.0359,6.3298,6.8758,6,6.3293,7.523,7.5264,6.1068,6.4428
  Kcnj10,10.5267,10.5163,10.9665,11.1346,11.0966,10.5702,10.3899,10.3546,10.0301,9.9162,9.2524,10.3731
  Kcnj14,2.977,2,3.1514,3.5215,5.2804,5.3859,4.8352,4.1706,2.4728,3.21,5.9022,5.4006
  Kcnj16,8.9331,9.2736,9.4645,9.361,9.5781,9.2002,8.714,8.2685,9.1766,9.2586,7.9258,8.7871
  Kcnj3,4.0799,3.6461,4.1439,4.5314,4.4217,4.9293,3.0163,2.9672,3.9666,3.6731,3.7127,3.5012
  Kcnj8,4.5857,4.2846,3.7835,4.3667,4.1218,4.6321,4.1405,4.2692,4.7691,5.3802,2.6502,5.6074
  Kcnj9,6.204,6.1417,6.4757,6.5894,5.815,6.0935,5.6543,5.5637,6.0622,5.7288,5.2966,5.2849
  Kcnk10,4.6612,5.2212,4.557,5.1196,8.0081,8.4896,8.5713,8.2444,4.9964,5.1857,8.4983,7.9018
  Kcnk13,7.6032,7.7302,8.0168,7.9078,7.5421,7.3802,7.7323,7.339,7.7163,7.4987,7.1244,7.0416
  Kcnk5,9.6309,9.4597,9.5346,9.523,8.1511,8.3293,8.354,8.5194,9.3834,9.1997,9.596,8.7977
  Kcnk7,4.3319,4.7673,4.7263,4.9745,4.6699,4.2574,4.0244,3.8266,4.9245,5.1145,4.2331,4.5563
  Kcnn1,3.7743,2.6607,3.1514,3.6224,4.5093,4.8369,4.5293,4.2692,3.2371,3.5705,6.1537,5.0214
  Kcnn3,2.2158,2.8274,2.3153,2.5016,4.0062,4.6321,2.4232,3.5411,2.9778,2.7283,2,2.4924
  Kcnn4,9.5237,9.4453,9.2636,8.7859,9.0886,9.3288,8.5132,8.7069,8.9646,8.7078,8.6368,8.272
  Kcnrg,7.0353,7.1324,7.1865,7.3763,6.5727,6.3152,6.1736,5.9967,7.1814,7.0989,6.8098,6.7128
  Kcnt1,2.977,2.9768,2.3153,3.0281,4.8144,6.2805,3.8981,3.1849,2.8283,2.2856,5.1189,4.2824
  Kcnv2,2.4036,2,2,2,3.5905,4.7381,3.6067,2.7108,2.2557,2,4.2331,3.6949
  Kcp,4.5464,4.9591,3.9749,4.7699,5.5519,6.5661,4.3479,5.0007,5.4702,4.2391,4.9162,5.2545
  Kctd12,12.769,12.7984,12.7533,13.0779,11.7475,11.6579,12.2003,12.2939,12.8528,12.9617,13.0922,12.4482
  Kctd12b,8.4513,8.7218,8.6178,8.4947,8.4288,8.0494,7.8563,7.4999,8.3549,8.2577,7.5231,7.7735
  Kctd14,8.6288,8.6734,8.2797,9.3408,7.4999,7.9314,7.3415,7.4795,8.6561,8.8569,7.0765,7.702
  Kctd17,5.0181,4.6387,4.4959,4.042,5.849,4.5177,4.7646,5.1634,4.8872,3.9432,3.4374,4.8283
  Kctd7,7.5143,7.3259,7.567,7.5968,6.9622,6.8286,7.2148,7.1579,7.486,7.4847,7.5231,7.4701
  Kctd9,9.0074,9.1433,9.124,9.3463,8.7631,8.8325,9.2154,9.2379,9.3323,9.2399,9.882,9.5911
  Kdelr1,9.8251,9.7003,9.5758,9.5931,9.2434,9.1338,9.277,9.5488,9.507,9.6656,9.9198,9.4354
  Kdelr3,6.2165,5.8823,5.3959,6.5258,6.1233,6.3491,5.3986,6.3062,5.8842,6.584,6.2213,6.209
  Kdm1b,10.2801,10.2923,10.3075,10.3972,10.6168,10.4486,11.2288,11.2618,10.3942,10.6169,12.1193,11.5373
  Kdm5d,11.0121,11.2205,11.0027,11.3257,11.6291,11.8717,11.3797,13.1726,12.6933,12.418,13.1243,12.859
  Kdm6b,9.9137,10.3074,10.1112,10.9198,12.1815,12.8923,12.1457,11.8606,10.482,10.4327,11.785,11.1598
  Kdm7a,12.8131,12.9616,12.8341,13.2516,12.2526,12.4508,12.1817,12.0991,13.0401,13.1402,12.0096,11.8204
  Kdr,7.3584,7.3119,7.6037,7.412,7.5524,7.593,7.3046,6.7774,7.5709,7.8115,7.0519,7.9642
  Keap1,10.5981,10.5435,10.5067,10.7074,10.2859,10.109,10.2563,10.5474,10.5145,10.6875,11.0499,10.9832
  Kel,7.1772,6.9365,5.8994,4.5314,3.0041,5.0981,4.0244,4.0648,2.9778,5.4684,4.0468,4.9848
  Khdc1a,4.1339,2.4722,3.6773,4.3073,3.7427,4.3934,4.5293,4.5299,4.9609,3.21,4.2331,4.9087
  Khdrbs3,3.9044,4.3408,3.9749,3.8051,4.0062,3.7499,4.9669,3.8266,4.7274,3.5705,3.4374,4.9848
  Khk,7.9543,7.9404,7.9838,7.9375,7.178,7.15,7.2668,7.3277,7.9604,7.966,6.3274,6.8615
  Kif11,9.9377,9.2222,9.5628,8.8261,8.6759,8.2687,8.5024,8.3326,8.826,8.8678,9.6765,9.0774
  Kif15,9.4865,8.8605,9.0778,8.4543,8.7631,8.727,9.0911,8.9455,8.7265,8.7583,9.533,9.0989
  Kif18b,7.5984,6.9814,7.0864,6.3309,9.2144,9.1435,9.7983,9.8329,6.53,6.0857,6.6057,5.9488
  Kif19a,7.347,7.2324,7.1373,7.3618,6.489,6.3152,5.6929,6.0805,7.044,7.3595,5.0211,5.6074
  Kif1a,5.8475,5.9917,6.3774,6.2065,7.2811,7.2429,5.4445,5.3551,5.2526,4.427,4.8607,5.2849
  Kif1bp,9.359,9.4129,9.4444,9.4408,8.9969,8.9856,8.8481,9.2041,9.4377,9.2668,9.596,8.9311
  Kif1c,10.6713,10.7048,10.5738,11.0081,12.8522,12.7499,13.1782,13.3498,10.6467,10.7505,11.0249,10.8761
  Kif20a,9.0624,8.3253,8.6879,7.8775,8.1097,8.1392,8.2608,8.4156,8.022,8.2903,9.102,8.5288
  Kif21a,4.0799,2.9768,3.1514,3.1682,4.3285,5.4497,4.2479,3.8266,3.8158,2.5238,2.3615,4.6053
  Kif21b,13.2514,13.5654,13.2615,13.8906,12.6257,12.8563,12.175,12.3983,13.6451,13.6679,11.4131,11.738
  Kif22,8.5761,8.4424,8.3111,8.5724,7.907,7.997,7.9308,8.0292,8.3168,8.2863,8.748,8.0597
  Kif23,9.0502,8.4898,8.681,8.2761,8.1579,7.7783,8.0168,7.9864,8.1614,8.1858,8.2073,7.9309
  Kif26a,3.7046,2.9768,2.9833,3.2958,4.4217,4.8369,2.4232,3.5411,2.8283,3.46,2.6502,4.089
  Kif2c,8.0059,7.5451,7.8312,7.1416,7.3057,7.5205,7.0464,6.7435,7.2194,7.0135,7.2805,7.1112
  Kif4,8.6099,8.0456,8.1715,7.248,7.6615,7.2065,7.2668,7.2573,7.651,7.5802,8.2618,7.9115
  Kif9,8.7592,8.7376,8.6637,8.9428,8.0081,8.3122,7.5448,7.7762,8.8529,8.8377,7.2156,7.8053
  Kifap3,7.4357,7.3873,7.2619,7.248,6.9466,6.8988,6.636,6.6911,7.3417,7.2967,6.3274,6.4828
  Kifc1,7.3753,6.9456,7.3336,6.6858,9.8091,9.8792,10.4189,10.3075,6.8148,6.4603,6.5366,6.5963
  Kifc2,7.2402,7.6322,7.1572,7.2869,6.7449,7.3965,6.8387,6.9655,7.559,7.4634,6.0583,6.4428
  Kifc5b,6.7366,6.9547,6.4598,6.3604,8.4785,8.5491,9.1718,8.938,6.7745,6.2103,6.9626,6.4958
  Kifc5c-ps,2.4036,2.4722,2.3153,2.2725,3.4202,3.9396,4.7646,4.9422,2.9778,2.7283,2,2
  Kirrel,3.4726,4.0349,4.0619,3.2958,4.8144,5.9684,4.0244,4.1706,5.0979,3.5705,3.2771,5.3726
  Kirrel2,2.2158,2,2,2.2725,3.7427,4.8369,2.4232,2.7108,2,2,2,2.4924
  Kitl,7.8206,7.4071,8.4262,8.0458,7.6899,7.2248,8.0168,7.2331,7.2344,7.1081,6.6057,7.2254
  Klb,2.8535,3.5539,3.1514,3.0281,4.3285,3.5314,4.7646,3.8266,3.2371,3.5705,4.7429,4.7864
  Klc3,5.3953,5.4933,5.3273,5.429,5.1773,5.0162,4.4415,5.3095,4.9245,5.8432,5.2966,4.4529
  Klc4,8.7462,8.8748,8.7644,8.8287,8.2045,8.3293,8.2672,8.3038,8.9465,9.0288,7.7913,7.685
  Klf1,7.3181,6.334,6.3604,4.8961,4.4217,5.0981,4.5293,4.8811,3.5553,5.0397,3.9438,4.0184
  Klf10,8.6099,8.5713,8.3634,8.4161,8.3058,8.3208,8.6517,8.6803,8.6082,8.5449,10.0102,9.1982
  Klf11,9.2175,9.7863,9.1614,9.5632,9.0743,9.4778,8.9025,9.1207,9.5702,9.5456,7.8707,8.5571
  Klf13,12.4118,12.6113,12.4243,12.9991,11.9031,11.902,11.7512,12.0987,12.691,12.7566,11.6802,11.3558
  Klf15,5.747,5.4169,6.2536,6.0157,6.0667,5.5694,6.2787,6.0252,5.4188,5.1145,4.546,5.1592
  Klf16,8.8548,8.8215,8.6533,9.2253,8.3301,8.3293,8.3719,8.437,8.9578,8.997,9.9147,9.3818
  Klf2,11.2819,11.3812,11.0841,11.9707,9.6448,9.4624,9.6616,9.5755,11.7145,11.989,9.0534,9.4097
  Klf3,12.1904,12.4565,12.2185,12.7015,11.3324,11.2511,11.1207,11.2338,12.4721,12.4699,11.4394,11.3709
  Klf8,6.97,7.2472,6.8256,7.2715,6.1233,6.5073,5.8715,5.8767,6.8345,6.6978,6.0081,5.6779
  Klf9,7.2706,7.3671,7.0443,7.3691,7.342,7.1879,6.4001,6.6911,6.7948,7.2967,6.936,6.7677
  Klhdc10,9.7824,9.8201,9.7397,9.9648,9.4704,9.4816,9.919,9.9208,9.9498,10.0378,10.5056,10.2309
  Klhdc4,9.8825,9.8409,9.8385,9.9135,11.5775,11.6393,11.9277,12.097,9.8826,9.8383,12.0108,11.6082
  Klhl14,10.5019,10.5606,10.4136,10.9086,9.6081,9.3288,9.9551,10.1945,10.6565,10.9565,9.7848,10.224
  Klhl18,10.4455,10.6648,10.5858,10.7188,10.1495,10.1164,10.2205,10.3191,10.61,10.4517,10.5501,10.2512
  Klhl22,8.3087,8.38,8.4943,8.6551,10.8274,10.7472,11.6029,11.6549,8.6253,8.7524,9.3638,8.9946
  Klhl24,13.1392,13.238,13.1657,13.3809,12.2026,12.213,12.7572,12.6258,13.4447,13.5485,12.1259,11.7175
  Klhl25,8.8568,9.0175,8.9835,9.1343,8.2874,8.2687,8.9708,9.1008,9.2446,9.2061,9.331,8.5128
  Klhl26,8.5882,8.7032,8.6214,8.6728,11.4581,11.4436,12.1664,12.2223,8.7105,8.5483,9.3588,9.1922
  Klhl28,10.0305,10.1879,10.2263,10.265,9.8558,9.6675,10.4516,10.5151,10.2728,10.2765,10.8193,10.1547
  Klhl29,4.2363,4.8078,4.6721,4.4237,6.4229,6.7798,6.0894,4.6074,5.4447,4.8773,5.2966,6.4293
  Klhl36,8.355,8.4066,8.3592,8.5276,8.0885,7.8272,8.0394,8.2921,8.5042,8.3535,8.3849,8.2834
  Klhl5,9.693,9.6441,9.8943,9.9933,9.7939,9.4778,9.4641,9.366,9.682,9.8105,9.6944,9.8823
  Klhl6,12.0663,11.9869,12.0489,11.9784,11.257,11.1717,11.3339,11.4129,12.0809,12.2315,11.3146,11.0142
  Klhl8,6.5993,7.0589,6.9675,6.5769,8.0379,8.0494,8.8135,9.0075,6.9109,6.5707,7.6995,7.2717
  Klhl9,10.9461,10.8745,10.9693,10.7547,10.2095,10.0382,10.5533,10.598,10.8189,10.8714,11.0994,10.5033
  Klk1,6.0153,5.5179,5.4929,5.6836,4.2289,5.3859,4.1405,3.8266,5.544,6.048,6.0827,5.7451
  Klk14,3.2942,3.5539,2.9833,3.1682,5.5519,6.5946,4.3479,5.057,3.4568,3.21,3.2771,3.2773
  Klra1,5.4812,5.2508,5.3273,5.7958,4.744,4.9293,5.574,5.3993,6.3634,6.0857,4.8607,5.4006
  Klra10,3.7046,3.4555,3.6773,4.1808,3.8805,5.1756,5.1988,4.4481,4.8872,2.7283,3.0969,4.5055
  Klra13-ps,6.9921,7.1794,7.2247,7.6153,7.0524,8.1295,8.1405,7.6169,8.1496,6.2273,6.5007,7.8106
  Klra14-ps,5.8952,5.9011,6.308,6.7979,6.0667,7.3132,7.2015,6.5803,7.1184,5.0397,5.7271,6.8412
  Klra17,4.733,4.2261,4.3652,4.6316,3.8805,4.2574,4.6121,3.5411,5.3102,5.3182,5.5974,5.6074
  Klra2,8.6264,8.5654,8.9974,8.1635,8.8578,9.0333,8.0168,7.6169,8.2885,7.8393,7.4685,8.12
  Klra3,5.3504,5.0961,5.1401,5.7295,4.1218,5.1756,4.7646,4.9422,5.94,5.0008,4.7429,6.0761
  Klra4,6.8779,6.6331,6.8502,7.1835,6.9308,7.5644,8.0016,7.6899,7.6948,6.0093,6.3678,7.2943
  Klra7,6.4475,6.0603,6.6543,6.6974,5.9463,6.5661,7.1608,6.3293,7.2194,5.9695,5.9022,6.9591
  Klra9,5.8952,5.4683,5.9686,6.5127,5.5519,6.6226,7.0464,5.9676,6.2938,5.22,5.3779,6.0934
  Klrb1,3.4726,3.8917,3.7835,4.2454,5.815,6.2805,7.0314,6.7774,4.2277,3.6731,2.6502,3.1509
  Klrb1c,7.837,7.2763,7.7936,8.3806,7.3656,8.5345,9.1232,8.4788,8.2956,7.3441,7.6594,8.3206
  Klrc1,6.5702,6.4407,7.1373,7.0809,5.9774,6.8286,7.4467,6.9358,7.5826,6.5303,6.639,6.9401
  Klrc2,7.6222,7.7717,7.9782,8.3067,7.9545,9.0894,9.4613,8.5442,8.6589,7.0425,8.0488,8.7219
  Klrc3,4.8667,4.1651,4.2951,4.7252,5.0072,5.7322,6.3285,5.9077,5.3381,3.6731,4.8607,5.9677
  Klrd1,7.1314,7.0756,7.2711,7.6811,6.8324,7.7907,8.1817,7.2693,8.2189,7.2886,7.0886,7.5475
  Klrg1,5.0745,4.8854,5.362,4.7252,4.2289,5.1756,4.9025,4.1706,4.3966,4.3045,3.7127,4.5563
  Klri2,7.4571,7.0164,7.6182,8.1925,6.9308,8.1099,8.4186,7.7929,8.2301,7.3284,7.4213,8.0553
  Klrk1,8.8223,8.6457,9.1062,9.2668,8.2812,9.316,9.6543,8.964,9.5116,8.4827,8.3947,9.1202
  Kmo,12.2742,12.2922,12.3157,12.4495,11.108,10.9865,11.6029,11.7481,12.5204,12.6222,12.2752,12.366
  Kmt2c,13.8681,14.0498,13.8916,14.0698,13.5764,13.7806,13.5194,13.5995,14.166,14.1329,13.8837,13.5747
  Kmt5a,10.3374,10.1142,10.1613,10.0555,11.1915,11.3379,11.2239,11.1063,10.0053,10.1376,12.1514,11.5425
  Knop1,10.6929,10.5921,10.6013,10.6323,11.225,11.3744,11.5054,11.6881,10.6214,10.7216,12.583,11.9812
  Knstrn,8.4671,8.2829,8.1909,7.9808,8.0598,7.9202,7.7867,8.0222,8.1885,7.9456,8.1849,7.6964
  Kntc1,8.4108,7.807,7.95,7.5528,7.4999,7.2429,7.2921,7.4164,7.5046,7.1172,8.7288,8.0553
  Kpna2,11.0076,10.5972,10.8643,10.3502,10.9537,10.8542,11.3316,11.3297,10.5313,10.546,12.6955,12.245
  Kpna2-ps,5.2802,5.7009,5.5839,4.8553,2,2,2,4.0648,4.5478,5.8432,5.2105,2
  Kpnb1,12.9822,12.8701,12.915,12.8927,13.3122,13.352,13.7272,13.7931,12.839,12.9323,14.8068,14.462
  Krba1,10.32,10.5323,10.3339,10.5109,9.8199,9.9907,9.8799,10.1803,10.686,10.5341,9.4834,9.5161
  Krr1,10.9141,10.8224,10.8575,10.8713,12.6321,12.6809,12.93,12.998,10.9078,10.8761,12.7757,12.2552
  Krt80,6.229,5.635,5.9228,5.5619,7.1373,6.245,5.7304,5.057,5.8064,6.6733,4.3179,5.9864
  Krt9,2,2,2,2,2.7403,4.7381,2,2.7108,2,2,2,2
  Krtcap3,7.804,8.1594,7.967,8.023,7.1912,6.9658,7.254,7.725,7.9559,8.1055,7.3627,7.3312
  Ksr1,9.3361,9.477,9.217,9.1805,11.2443,11.2398,11.3224,11.4561,9.1591,9.074,10.5146,10.3508
  Ksr2,8.1894,8.3767,8.2888,8.7077,8.2111,8.5636,7.8478,7.6169,8.0476,8.1901,7.2156,7.3092
  L2hgdh,7.8968,7.8847,7.9782,7.995,8.5679,8.5047,9.0095,8.8885,7.9959,7.8171,9.9893,9.5178
  L3mbtl1,3.196,3.8143,2.5739,3.5215,5.7081,6.7033,5.6147,4.8174,3.1133,3.7688,6.2213,5.5584
  L3mbtl3,10.9485,11.0602,10.7755,10.9679,10.0232,10.1647,10.3483,10.363,10.9019,10.9119,10.4954,10.0073
  Lacc1,9.0832,8.7428,9.0083,8.7019,11.9745,12.0031,12.3577,12.5573,8.5225,8.7078,8.9902,9.0061
  Lag3,7.9543,7.7614,8.2148,7.9903,8.2624,8.4972,7.4912,7.2453,7.4025,8.598,6.5187,7.2017
  Lair1,10.5292,10.3838,10.8175,10.4341,10.3833,9.8994,9.9109,9.5707,10.2573,10.2076,9.6481,10.1618
  Lama1,4.5464,4.8854,5.0996,2.6992,5.6321,6.5946,3.6067,3.5411,3.1133,3.21,2.3615,2.6873
  Lama2,5.3273,6.334,5.4613,3.1682,6.7084,7.2065,6.5959,4.9422,7.027,4.7422,4.803,7.3385
  Lama3,3.4726,3.2359,4.2215,3.0281,4.5918,4.9293,4.0244,3.9506,4.0364,3.21,2.6502,4.6987
  Lama4,4.3774,4.2846,4.2215,4.8553,5.0072,5.3192,4.4415,4.0648,4.4488,4.0231,2.8908,4.6053
  Lamc1,10.1444,10.2959,10.0958,10.5142,11.1731,11.0158,11.5376,11.595,10.1403,10.2559,9.4104,8.8082
  Lamc3,2.2158,2.4722,2,2,4.1218,4.6321,3.4354,3.374,2.6614,2.7283,2.3615,2.8589
  Lamp1,12.4271,12.2891,12.5844,12.1413,12.189,11.7871,12.4208,12.3836,12.1503,12.2594,12.8488,12.3892
  Lamp3,7.4465,7.4652,7.5446,6.8086,5.9146,6.0935,5.3986,5.3551,6.9109,7.0804,4.803,4.8283
  Lancl3,3.9044,3.3499,3.1514,2.6992,4.0062,4.7381,3.241,3.5411,2.2557,3.3404,3.2771,3.944
  Lap3,10.2291,9.836,10.4392,10.0723,10.5173,10.409,10.7705,10.6629,9.4806,9.7024,12.014,11.5597
  Larp4,12.1345,12.0507,12.1254,12.1263,12.115,12.256,12.6299,12.4465,12.1299,12.2048,13.8743,13.1996
  Lars,11.1265,11.0856,11.12,11.0902,11.8657,12.0071,12.5343,12.48,11.1783,11.2531,13.204,13
  Lars2,10.5751,12.6903,13.6147,11.4432,11.6777,12.1775,11.8403,11.7603,10.688,10.6072,10.3842,12.8988
  Lat2,11.748,11.6876,11.7782,11.7404,10.4608,10.0916,10.6186,11.0151,11.8747,11.8796,11.0926,10.8304
  Lats2,11.2778,11.4322,11.3279,11.7672,11.3044,11.4755,11.1522,11.3304,11.5908,11.6418,10.7665,10.4805
